2023-03-09 18:50:03,031 INFO    StreamThr :3904 [internal.py:wandb_internal():87] W&B internal server running at pid: 3904, started at: 2023-03-09 18:50:03.031163
2023-03-09 18:50:03,033 DEBUG   HandlerThread:3904 [handler.py:handle_request():144] handle_request: status
2023-03-09 18:50:03,035 INFO    WriterThread:3904 [datastore.py:open_for_write():85] open: C:\Users\Theresa\OneDrive - KU Leuven\Documents\GitHub\simplify_dutch\wandb\run-20230309_185003-fbt94trq\run-fbt94trq.wandb
2023-03-09 18:50:03,038 DEBUG   SenderThread:3904 [sender.py:send():336] send: header
2023-03-09 18:50:03,100 DEBUG   SenderThread:3904 [sender.py:send():336] send: run
2023-03-09 18:50:06,722 DEBUG   HandlerThread:3904 [handler.py:handle_request():144] handle_request: check_version
2023-03-09 18:50:06,728 INFO    SenderThread:3904 [dir_watcher.py:__init__():216] watching files in: C:\Users\Theresa\OneDrive - KU Leuven\Documents\GitHub\simplify_dutch\wandb\run-20230309_185003-fbt94trq\files
2023-03-09 18:50:06,731 INFO    SenderThread:3904 [sender.py:_start_run_threads():1067] run started: fbt94trq with start time 1678384203.031163
2023-03-09 18:50:06,731 DEBUG   SenderThread:3904 [sender.py:send_request():363] send_request: summary_record
2023-03-09 18:50:06,731 INFO    SenderThread:3904 [sender.py:_save_file():1321] saving file wandb-summary.json with policy end
2023-03-09 18:50:06,733 DEBUG   SenderThread:3904 [sender.py:send_request():363] send_request: check_version
2023-03-09 18:50:07,744 INFO    Thread-17 :3904 [dir_watcher.py:_on_file_created():275] file/dir created: C:\Users\Theresa\OneDrive - KU Leuven\Documents\GitHub\simplify_dutch\wandb\run-20230309_185003-fbt94trq\files\wandb-summary.json
2023-03-09 18:50:08,077 DEBUG   HandlerThread:3904 [handler.py:handle_request():144] handle_request: status_report
2023-03-09 18:50:08,094 DEBUG   HandlerThread:3904 [handler.py:handle_request():144] handle_request: run_start
2023-03-09 18:50:08,136 DEBUG   HandlerThread:3904 [system_info.py:__init__():31] System info init
2023-03-09 18:50:08,136 DEBUG   HandlerThread:3904 [system_info.py:__init__():46] System info init done
2023-03-09 18:50:08,136 INFO    HandlerThread:3904 [system_monitor.py:start():151] Starting system monitor
2023-03-09 18:50:08,136 INFO    SystemMonitor:3904 [system_monitor.py:_start():116] Starting system asset monitoring threads
2023-03-09 18:50:08,136 INFO    HandlerThread:3904 [system_monitor.py:probe():172] Collecting system info
2023-03-09 18:50:08,136 INFO    SystemMonitor:3904 [interfaces.py:start():168] Started cpu
2023-03-09 18:50:08,143 DEBUG   HandlerThread:3904 [system_info.py:probe():195] Probing system
2023-03-09 18:50:08,143 INFO    SystemMonitor:3904 [interfaces.py:start():168] Started disk
