2023-03-09 18:52:42,186 INFO    StreamThr :7112 [internal.py:wandb_internal():87] W&B internal server running at pid: 7112, started at: 2023-03-09 18:52:42.186955
2023-03-09 18:52:42,202 DEBUG   HandlerThread:7112 [handler.py:handle_request():144] handle_request: status
2023-03-09 18:52:42,202 INFO    WriterThread:7112 [datastore.py:open_for_write():85] open: C:\Users\Theresa\OneDrive - KU Leuven\Documents\GitHub\simplify_dutch\wandb\run-20230309_185242-j12m8v3q\run-j12m8v3q.wandb
2023-03-09 18:52:42,202 DEBUG   SenderThread:7112 [sender.py:send():336] send: header
2023-03-09 18:52:42,297 DEBUG   SenderThread:7112 [sender.py:send():336] send: run
2023-03-09 18:52:43,173 INFO    SenderThread:7112 [dir_watcher.py:__init__():216] watching files in: C:\Users\Theresa\OneDrive - KU Leuven\Documents\GitHub\simplify_dutch\wandb\run-20230309_185242-j12m8v3q\files
2023-03-09 18:52:43,173 INFO    SenderThread:7112 [sender.py:_start_run_threads():1067] run started: j12m8v3q with start time 1678384362.202549
2023-03-09 18:52:43,173 DEBUG   SenderThread:7112 [sender.py:send_request():363] send_request: summary_record
2023-03-09 18:52:43,173 INFO    SenderThread:7112 [sender.py:_save_file():1321] saving file wandb-summary.json with policy end
2023-03-09 18:52:43,189 DEBUG   HandlerThread:7112 [handler.py:handle_request():144] handle_request: check_version
2023-03-09 18:52:43,189 DEBUG   SenderThread:7112 [sender.py:send_request():363] send_request: check_version
2023-03-09 18:52:43,471 DEBUG   HandlerThread:7112 [handler.py:handle_request():144] handle_request: run_start
2023-03-09 18:52:43,502 DEBUG   HandlerThread:7112 [system_info.py:__init__():31] System info init
2023-03-09 18:52:43,502 DEBUG   HandlerThread:7112 [system_info.py:__init__():46] System info init done
2023-03-09 18:52:43,502 INFO    HandlerThread:7112 [system_monitor.py:start():151] Starting system monitor
2023-03-09 18:52:43,502 INFO    SystemMonitor:7112 [system_monitor.py:_start():116] Starting system asset monitoring threads
2023-03-09 18:52:43,502 INFO    HandlerThread:7112 [system_monitor.py:probe():172] Collecting system info
2023-03-09 18:52:43,518 INFO    SystemMonitor:7112 [interfaces.py:start():168] Started cpu
2023-03-09 18:52:43,518 DEBUG   HandlerThread:7112 [system_info.py:probe():195] Probing system
2023-03-09 18:52:43,518 INFO    SystemMonitor:7112 [interfaces.py:start():168] Started disk
